type;timestamp;packetLoss;isp;ping_jitter;ping_latency;ping_low;ping_high;download_bandwidth;download_bytes;download_elapsed;download_latency_iqm;download_latency_low;download_latency_high;download_latency_jitter;upload_bandwidth;upload_bytes;upload_elapsed;upload_latency_iqm;upload_latency_low;upload_latency_high;upload_latency_jitter;interface_internalIp;interface_name;interface_macAddr;interface_isVpn;interface_externalIp;server_id;server_host;server_port;server_name;server_location;server_country;server_ip;result_id;result_url;result_persisted
result;2022-08-17T22:02:37Z;0.0;CETIN a.s.;0.143;6.272;6.176;6.729;15196658;54766732;3603;13.528;10.104;27.194;1.39;3171862;20471690;6510;133.429;16.34;226.16;37.478;192.168.1.249;;28:D2:44:32:D5:27;False;85.163.136.11;4162;speedtest1.ispalliance.cz;8080;ISP Alliance a.s.;Prague;Czechia;217.75.208.140;c01f99ca-3460-4d2c-82a2-94beea3cecf1;https://www.speedtest.net/result/c/c01f99ca-3460-4d2c-82a2-94beea3cecf1;True
result;2022-08-17T22:03:39Z;0.0;CETIN a.s.;0.161;6.464;6.217;6.587;15162740;86527754;5718;12.928;6.304;25.955;1.681;3179163;20402408;6439;305.535;20.756;778.606;88.058;192.168.1.249;;28:D2:44:32:D5:27;False;85.163.136.11;17717;speedtest.cloudinfrastack.com;8080;cloudinfrastack, s.r.o.;Prague;Czechia;185.120.70.168;fbc59a67-677d-4730-b388-cd2b1c930192;https://www.speedtest.net/result/c/fbc59a67-677d-4730-b388-cd2b1c930192;True
result;2022-08-17T22:04:36Z;;CETIN a.s.;0.032;6.468;6.418;6.495;15209763;54955577;3605;13.106;8.735;23.692;1.835;3177139;16542045;5238;252.138;12.26;462.799;76.634;192.168.1.249;;28:D2:44:32:D5:27;False;85.163.136.11;36701;ookla1.cra.infra.uvtnet.cz;8080;ĂšVT internet s.r.o.;Prague;Czechia;31.170.176.121;fc8e81ff-7905-4feb-a553-cb8e42e8310a;https://www.speedtest.net/result/c/fc8e81ff-7905-4feb-a553-cb8e42e8310a;True
result;2022-08-17T22:05:35Z;0.0;CETIN a.s.;0.131;6.459;6.423;6.812;15140218;62532002;4127;13.147;6.805;29.486;1.487;3106120;11894487;3828;254.617;17.576;391.502;78.563;192.168.1.249;;28:D2:44:32:D5:27;False;85.163.136.11;32363;speedtest.zcom.cz;8080;Tlap s.r.o. - ZCOM;Prague;Czechia;185.178.174.60;0e04fdbf-87ee-4ced-b4a0-b16267a1a3ba;https://www.speedtest.net/result/c/0e04fdbf-87ee-4ced-b4a0-b16267a1a3ba;True
result;2022-08-17T22:06:38Z;0.0;CETIN a.s.;0.133;6.496;6.437;6.645;15169088;96959550;6410;13.2;6.668;24.916;1.433;3106071;12127836;3921;197.29;10.428;376.38;64.782;192.168.1.249;;28:D2:44:32:D5:27;False;85.163.136.11;32363;speedtest.zcom.cz;8080;Tlap s.r.o. - ZCOM;Prague;Czechia;185.178.174.60;3a1ec964-2024-4710-806d-26374a462e31;https://www.speedtest.net/result/c/3a1ec964-2024-4710-806d-26374a462e31;True
result;2022-08-17T22:07:38Z;0.0;CETIN a.s.;0.232;6.196;6.086;6.497;15174381;62240778;4106;13.578;6.352;24.408;1.451;3267285;20799097;6622;237.879;17.465;470.873;74.676;192.168.1.249;;28:D2:44:32:D5:27;False;85.163.136.11;32363;speedtest.zcom.cz;8080;Tlap s.r.o. - ZCOM;Prague;Czechia;185.178.174.60;78943192-5faa-4304-ae6e-145c34417772;https://www.speedtest.net/result/c/78943192-5faa-4304-ae6e-145c34417772;True
result;2022-08-17T22:08:35Z;0.0;CETIN a.s.;0.351;6.303;5.844;6.475;15175801;62238698;4105;13.542;6.467;23.886;1.547;3173678;12420186;3929;263.975;14.075;417.538;81.127;192.168.1.249;;28:D2:44:32:D5:27;False;85.163.136.11;17717;speedtest.cloudinfrastack.com;8080;cloudinfrastack, s.r.o.;Prague;Czechia;185.120.70.168;8354f374-01f7-42ba-8f3e-4991443761d7;https://www.speedtest.net/result/c/8354f374-01f7-42ba-8f3e-4991443761d7;True
result;2022-08-17T22:09:35Z;;CETIN a.s.;0.356;6.432;5.981;6.667;15132738;54656378;3603;13.33;7.787;24.692;1.702;3149740;13200309;4218;213.856;13.983;402.773;69.493;192.168.1.249;;28:D2:44:32:D5:27;False;85.163.136.11;36701;ookla1.cra.infra.uvtnet.cz;8080;ĂšVT internet s.r.o.;Prague;Czechia;31.170.176.121;80de8af5-7605-4350-9c19-40b0b4dbce37;https://www.speedtest.net/result/c/80de8af5-7605-4350-9c19-40b0b4dbce37;True
result;2022-08-17T22:10:35Z;;CETIN a.s.;0.536;6.552;5.918;6.71;15232339;55217934;3628;13.882;9.518;269.724;10.787;3159640;14446401;4623;157.955;21.514;345.8;50.944;192.168.1.249;;28:D2:44:32:D5:27;False;85.163.136.11;36701;ookla1.cra.infra.uvtnet.cz;8080;ĂšVT internet s.r.o.;Prague;Czechia;31.170.176.121;dd762875-0d95-4365-a370-94835feca571;https://www.speedtest.net/result/c/dd762875-0d95-4365-a370-94835feca571;True
result;2022-08-17T22:11:38Z;0.0;CETIN a.s.;0.196;6.641;6.261;6.872;15196821;54972720;3613;13.302;8.995;26.681;1.555;3169450;23856423;7607;54.956;21.09;155.654;4.492;192.168.1.249;;28:D2:44:32:D5:27;False;85.163.136.11;4162;speedtest1.ispalliance.cz;8080;ISP Alliance a.s.;Prague;Czechia;217.75.208.140;fc82d096-5cae-4bde-ac00-c868f64b1616;https://www.speedtest.net/result/c/fc82d096-5cae-4bde-ac00-c868f64b1616;True
result;2022-08-17T22:12:35Z;;CETIN a.s.;0.124;6.746;6.588;6.957;15153058;55056957;3619;12.989;9.736;27.807;2.019;3164248;14134811;4511;223.147;19.836;369.782;72.135;192.168.1.249;;28:D2:44:32:D5:27;False;85.163.136.11;36701;ookla1.cra.infra.uvtnet.cz;8080;ĂšVT internet s.r.o.;Prague;Czechia;31.170.176.121;6c09d4b4-e750-4c68-bf12-2ad5538d0419;https://www.speedtest.net/result/c/6c09d4b4-e750-4c68-bf12-2ad5538d0419;True
result;2022-08-17T22:13:36Z;0.0;CETIN a.s.;0.248;6.332;5.924;6.917;15208518;62700434;4130;13.685;6.742;271.925;9.195;3151799;12907457;4120;269.054;12.525;391.604;80.586;192.168.1.249;;28:D2:44:32:D5:27;False;85.163.136.11;17717;speedtest.cloudinfrastack.com;8080;cloudinfrastack, s.r.o.;Prague;Czechia;185.120.70.168;bf54c354-73d6-4dcf-b7a7-e82f48be350e;https://www.speedtest.net/result/c/bf54c354-73d6-4dcf-b7a7-e82f48be350e;True
result;2022-08-17T22:14:39Z;0.0;CETIN a.s.;0.108;6.398;6.286;6.503;15218628;62233518;4102;13.065;6.573;25.432;1.529;3180074;25814493;8226;137.387;14.607;337.207;40.593;192.168.1.249;;28:D2:44:32:D5:27;False;85.163.136.11;17717;speedtest.cloudinfrastack.com;8080;cloudinfrastack, s.r.o.;Prague;Czechia;185.120.70.168;555c9b9a-fa6c-41b6-9537-8924fefe4ecb;https://www.speedtest.net/result/c/555c9b9a-fa6c-41b6-9537-8924fefe4ecb;True
result;2022-08-17T22:15:39Z;0.0;CETIN a.s.;0.196;6.234;5.974;6.666;14583718;87665536;6009;12.875;6.243;267.197;6.633;3187796;18641989;5933;284.111;19.172;829.099;85.219;192.168.1.249;;28:D2:44:32:D5:27;False;85.163.136.11;32363;speedtest.zcom.cz;8080;Tlap s.r.o. - ZCOM;Prague;Czechia;185.178.174.60;d126a63c-2bfa-4bcb-8e0f-0892fd8fe1c2;https://www.speedtest.net/result/c/d126a63c-2bfa-4bcb-8e0f-0892fd8fe1c2;True
result;2022-08-17T22:16:36Z;0.0;CETIN a.s.;0.228;6.336;5.977;6.499;15203030;62398460;4108;13.026;6.255;24.23;1.461;3167614;16157131;5103;288.871;20.052;436.266;83.568;192.168.1.249;;28:D2:44:32:D5:27;False;85.163.136.11;17717;speedtest.cloudinfrastack.com;8080;cloudinfrastack, s.r.o.;Prague;Czechia;185.120.70.168;fc3e6d14-3d8d-408c-876e-9cd513e7215c;https://www.speedtest.net/result/c/fc3e6d14-3d8d-408c-876e-9cd513e7215c;True
result;2022-08-17T22:17:36Z;0.0;CETIN a.s.;0.29;6.361;5.975;6.482;15173636;60952226;4020;13.689;6.908;275.572;17.572;3174010;13032172;4120;279.691;19.219;459.879;83.93;192.168.1.249;;28:D2:44:32:D5:27;False;85.163.136.11;17717;speedtest.cloudinfrastack.com;8080;cloudinfrastack, s.r.o.;Prague;Czechia;185.120.70.168;7dfb1665-9a23-439e-b9a5-23ec9ed09fe9;https://www.speedtest.net/result/c/7dfb1665-9a23-439e-b9a5-23ec9ed09fe9;True
result;2022-08-17T22:18:35Z;;CETIN a.s.;0.204;6.774;6.627;6.948;15167088;59554798;3920;13.081;8.111;24.818;1.53;3142888;12320092;3930;177.235;22.998;360.412;58.046;192.168.1.249;;28:D2:44:32:D5:27;False;85.163.136.11;36701;ookla1.cra.infra.uvtnet.cz;8080;ĂšVT internet s.r.o.;Prague;Czechia;31.170.176.121;c412c31b-7dce-4eef-8daf-fa4de51056a8;https://www.speedtest.net/result/c/c412c31b-7dce-4eef-8daf-fa4de51056a8;True
result;2022-08-17T22:19:35Z;;CETIN a.s.;0.298;6.317;5.989;6.752;15241088;56556172;3712;13.22;6.992;23.235;1.797;3080169;12106255;3928;170.613;9.582;355.754;53.86;192.168.1.249;;28:D2:44:32:D5:27;False;85.163.136.11;36701;ookla1.cra.infra.uvtnet.cz;8080;ĂšVT internet s.r.o.;Prague;Czechia;31.170.176.121;74f8a2d3-91d1-4bb0-989e-fa7d6bb7bf58;https://www.speedtest.net/result/c/74f8a2d3-91d1-4bb0-989e-fa7d6bb7bf58;True
result;2022-08-17T22:20:37Z;0.0;CETIN a.s.;0.095;6.516;6.366;6.684;15174812;62434718;4117;13.172;6.418;29.833;1.542;3186739;17026737;5346;291.802;14.216;774.349;86.386;192.168.1.249;;28:D2:44:32:D5:27;False;85.163.136.11;17717;speedtest.cloudinfrastack.com;8080;cloudinfrastack, s.r.o.;Prague;Czechia;185.120.70.168;8ade65c8-3fb6-4d74-b621-193ba6c48aaa;https://www.speedtest.net/result/c/8ade65c8-3fb6-4d74-b621-193ba6c48aaa;True
result;2022-08-17T22:21:37Z;0.0;CETIN a.s.;0.193;6.347;5.957;6.475;15152635;97089602;6423;13.553;5.99;301.846;7.04;3077008;12015070;3903;177.403;16.397;335.695;56.48;192.168.1.249;;28:D2:44:32:D5:27;False;85.163.136.11;32363;speedtest.zcom.cz;8080;Tlap s.r.o. - ZCOM;Prague;Czechia;185.178.174.60;068c6a5c-3195-4824-9d2f-04ce7c422741;https://www.speedtest.net/result/c/068c6a5c-3195-4824-9d2f-04ce7c422741;True
result;2022-08-17T22:22:37Z;;CETIN a.s.;0.384;6.442;6.114;6.789;15258964;54888156;3606;13.316;6.695;27.225;2.498;3175811;20467599;6526;138.356;20.723;330.836;42.991;192.168.1.249;;28:D2:44:32:D5:27;False;85.163.136.11;36701;ookla1.cra.infra.uvtnet.cz;8080;ĂšVT internet s.r.o.;Prague;Czechia;31.170.176.121;cccd792e-d117-4cc2-88b5-b2d03bbbd8ca;https://www.speedtest.net/result/c/cccd792e-d117-4cc2-88b5-b2d03bbbd8ca;True
result;2022-08-17T22:23:41Z;0.0;CETIN a.s.;0.15;6.275;6.213;6.482;15143251;94220450;6226;13.308;6.223;275.152;6.668;3179384;24381783;7725;262.398;13.556;453.263;80.055;192.168.1.249;;28:D2:44:32:D5:27;False;85.163.136.11;17717;speedtest.cloudinfrastack.com;8080;cloudinfrastack, s.r.o.;Prague;Czechia;185.120.70.168;ef2186d5-0a44-4186-8f80-8c4a84a37d85;https://www.speedtest.net/result/c/ef2186d5-0a44-4186-8f80-8c4a84a37d85;True
result;2022-08-17T22:24:38Z;0.0;CETIN a.s.;0.114;6.464;6.233;6.482;15216682;55172060;3623;13.46;6.985;29.033;1.46;3174752;21462700;6803;62.819;15.232;154.04;7.319;192.168.1.249;;28:D2:44:32:D5:27;False;85.163.136.11;4162;speedtest1.ispalliance.cz;8080;ISP Alliance a.s.;Prague;Czechia;217.75.208.140;cb413dd3-5535-4701-9196-cad461f8badc;https://www.speedtest.net/result/c/cb413dd3-5535-4701-9196-cad461f8badc;True
result;2022-08-17T22:25:38Z;0.0;CETIN a.s.;0.137;6.306;6.223;6.459;15142214;62047662;4101;13.207;6.193;23.794;1.305;3244815;20828126;6626;235.971;22.888;669.272;77.806;192.168.1.249;;28:D2:44:32:D5:27;False;85.163.136.11;32363;speedtest.zcom.cz;8080;Tlap s.r.o. - ZCOM;Prague;Czechia;185.178.174.60;32ab0697-691d-4ef5-9b9f-895e40cfb738;https://www.speedtest.net/result/c/32ab0697-691d-4ef5-9b9f-895e40cfb738;True
result;2022-08-17T22:26:40Z;0.0;CETIN a.s.;0.202;6.347;6.061;6.644;15114512;89455810;5923;13.11;6.66;269.742;6.627;3184639;22461555;7130;206.678;15.917;318.28;68.11;192.168.1.249;;28:D2:44:32:D5:27;False;85.163.136.11;17717;speedtest.cloudinfrastack.com;8080;cloudinfrastack, s.r.o.;Prague;Czechia;185.120.70.168;e5c0df67-c373-40d1-9fa0-b74d5dc81be0;https://www.speedtest.net/result/c/e5c0df67-c373-40d1-9fa0-b74d5dc81be0;True
result;2022-08-17T22:27:35Z;;CETIN a.s.;0.133;6.506;6.418;6.71;15157698;62214580;4101;12.972;7.4;24.375;1.933;3154699;11810754;3742;225.295;17.441;321.011;72.055;192.168.1.249;;28:D2:44:32:D5:27;False;85.163.136.11;36701;ookla1.cra.infra.uvtnet.cz;8080;ĂšVT internet s.r.o.;Prague;Czechia;31.170.176.121;7af125e0-c6e7-46bc-8fca-651d1885e57d;https://www.speedtest.net/result/c/7af125e0-c6e7-46bc-8fca-651d1885e57d;True
result;2022-08-17T22:28:36Z;;CETIN a.s.;0.214;6.457;6.185;6.614;15186054;59464579;3914;13.388;10.111;24.205;1.622;3104760;14603824;4717;183.868;14.497;314.128;60.034;192.168.1.249;;28:D2:44:32:D5:27;False;85.163.136.11;36701;ookla1.cra.infra.uvtnet.cz;8080;ĂšVT internet s.r.o.;Prague;Czechia;31.170.176.121;525d07dc-7437-41ad-8b42-dcf77614f46c;https://www.speedtest.net/result/c/525d07dc-7437-41ad-8b42-dcf77614f46c;True
result;2022-08-17T22:29:36Z;0.0;CETIN a.s.;0.219;6.432;6.236;6.733;15118949;62108018;4101;13.088;6.343;25.296;1.658;3106567;12185657;3924;214.84;10.926;414.346;70.253;192.168.1.249;;28:D2:44:32:D5:27;False;85.163.136.11;32363;speedtest.zcom.cz;8080;Tlap s.r.o. - ZCOM;Prague;Czechia;185.178.174.60;7a50765a-351f-4a28-baea-6f5e9e725f84;https://www.speedtest.net/result/c/7a50765a-351f-4a28-baea-6f5e9e725f84;True
result;2022-08-17T22:30:37Z;0.0;CETIN a.s.;0.134;6.547;6.379;6.807;15247161;55284272;3626;13.28;8.27;28.751;1.424;3165046;19232447;6108;60.735;15.288;184.284;6.672;192.168.1.249;;28:D2:44:32:D5:27;False;85.163.136.11;4162;speedtest1.ispalliance.cz;8080;ISP Alliance a.s.;Prague;Czechia;217.75.208.140;c7a917a3-24d3-4c4f-8c90-129f7878ed95;https://www.speedtest.net/result/c/c7a917a3-24d3-4c4f-8c90-129f7878ed95;True
result;2022-08-17T22:31:40Z;0.0;CETIN a.s.;0.227;6.255;6.056;6.446;15214221;62438250;4114;13.102;6.202;23.743;1.436;3185115;25262537;8015;276.794;21.749;469.088;82.271;192.168.1.249;;28:D2:44:32:D5:27;False;85.163.136.11;17717;speedtest.cloudinfrastack.com;8080;cloudinfrastack, s.r.o.;Prague;Czechia;185.120.70.168;66767d43-4f89-45fa-ba5b-8dd697571ad4;https://www.speedtest.net/result/c/66767d43-4f89-45fa-ba5b-8dd697571ad4;True
result;2022-08-17T22:32:39Z;0.0;CETIN a.s.;0.376;6.37;6.18;6.736;15182093;62284338;4105;13.073;6.254;23.791;1.55;3171992;24417480;7727;234.702;21.243;436.575;71.383;192.168.1.249;;28:D2:44:32:D5:27;False;85.163.136.11;17717;speedtest.cloudinfrastack.com;8080;cloudinfrastack, s.r.o.;Prague;Czechia;185.120.70.168;d3c97750-60e0-4b9f-a533-e265e2b9d0e7;https://www.speedtest.net/result/c/d3c97750-60e0-4b9f-a533-e265e2b9d0e7;True
result;2022-08-17T22:33:41Z;0.0;CETIN a.s.;0.357;6.405;6.125;6.803;15141400;92344466;6104;12.873;7.94;23.442;1.29;3181707;23357753;7422;86.629;10.176;216.818;15.266;192.168.1.249;;28:D2:44:32:D5:27;False;85.163.136.11;17717;speedtest.cloudinfrastack.com;8080;cloudinfrastack, s.r.o.;Prague;Czechia;185.120.70.168;768cf91c-9269-4829-ba3e-4252308d0644;https://www.speedtest.net/result/c/768cf91c-9269-4829-ba3e-4252308d0644;True
result;2022-08-17T22:34:38Z;0.0;CETIN a.s.;0.224;6.375;5.983;6.719;15163619;62199494;4104;13.074;6.462;23.228;1.39;3178410;20610596;6547;199.005;15.184;394.675;66.231;192.168.1.249;;28:D2:44:32:D5:27;False;85.163.136.11;32363;speedtest.zcom.cz;8080;Tlap s.r.o. - ZCOM;Prague;Czechia;185.178.174.60;301c59cf-d622-405f-a85b-6dfe1c68ace9;https://www.speedtest.net/result/c/301c59cf-d622-405f-a85b-6dfe1c68ace9;True
result;2022-08-17T22:35:40Z;0.0;CETIN a.s.;0.153;6.46;6.37;6.923;15196750;59405719;3904;13.266;9.242;28.656;1.335;3168782;25105998;8015;78.369;14.453;277.695;15.823;192.168.1.249;;28:D2:44:32:D5:27;False;85.163.136.11;4162;speedtest1.ispalliance.cz;8080;ISP Alliance a.s.;Prague;Czechia;217.75.208.140;50acf6cf-7cbd-4a30-95fc-3f8ede239ef4;https://www.speedtest.net/result/c/50acf6cf-7cbd-4a30-95fc-3f8ede239ef4;True
result;2022-08-17T22:36:39Z;;CETIN a.s.;0.284;6.52;6.214;6.864;15146327;103152984;6820;13.273;7.043;25.256;1.337;3184789;15671127;4925;271.426;21.693;447.858;77.61;192.168.1.249;;28:D2:44:32:D5:27;False;85.163.136.11;43815;ook-prg-x1.puregig.net;8080;Netprotect;Prague;Czechia;216.131.109.240;b8988d5f-2598-441a-93a4-3147a08791f3;https://www.speedtest.net/result/c/b8988d5f-2598-441a-93a4-3147a08791f3;True
result;2022-08-17T22:37:35Z;0.0;CETIN a.s.;0.19;6.463;6.085;6.579;15197781;62313378;4109;13.607;6.353;23.855;1.512;3163761;12353470;3928;244.35;6.352;430.175;77.378;192.168.1.249;;28:D2:44:32:D5:27;False;85.163.136.11;17717;speedtest.cloudinfrastack.com;8080;cloudinfrastack, s.r.o.;Prague;Czechia;185.120.70.168;254834f9-38e3-4895-990a-021a168a7953;https://www.speedtest.net/result/c/254834f9-38e3-4895-990a-021a168a7953;True
result;2022-08-17T22:38:42Z;0.0;CETIN a.s.;0.106;6.333;6.208;6.45;15133568;83286890;5507;13.31;6.716;23.319;1.377;3180070;26107715;8324;188.675;18.968;459.462;63.632;192.168.1.249;;28:D2:44:32:D5:27;False;85.163.136.11;32363;speedtest.zcom.cz;8080;Tlap s.r.o. - ZCOM;Prague;Czechia;185.178.174.60;e303e0b1-b764-4138-8ccb-fc98cea313af;https://www.speedtest.net/result/c/e303e0b1-b764-4138-8ccb-fc98cea313af;True
result;2022-08-17T22:39:35Z;;CETIN a.s.;0.252;6.331;6.207;6.826;15134846;57757317;3806;13.529;6.278;24.257;1.539;3115950;11955352;3831;217.466;21.349;432.99;70.621;192.168.1.249;;28:D2:44:32:D5:27;False;85.163.136.11;36701;ookla1.cra.infra.uvtnet.cz;8080;ĂšVT internet s.r.o.;Prague;Czechia;31.170.176.121;62261e1e-9dd2-4b30-bfeb-581d593485a8;https://www.speedtest.net/result/c/62261e1e-9dd2-4b30-bfeb-581d593485a8;True
result;2022-08-17T22:40:37Z;0.0;CETIN a.s.;0.222;6.561;6.446;6.934;15217990;54892444;3604;13.471;6.823;27.511;1.184;3163561;19817503;6318;102.109;14.211;233.739;18.852;192.168.1.249;;28:D2:44:32:D5:27;False;85.163.136.11;4162;speedtest1.ispalliance.cz;8080;ISP Alliance a.s.;Prague;Czechia;217.75.208.140;4555a201-d405-4b90-9339-2d4d08c32ce2;https://www.speedtest.net/result/c/4555a201-d405-4b90-9339-2d4d08c32ce2;True
result;2022-08-17T22:41:35Z;;CETIN a.s.;0.279;6.383;6.18;6.701;15187944;59768957;3928;13.413;7.809;24.054;1.618;3124377;12016494;3840;215.401;14.327;455.069;70.414;192.168.1.249;;28:D2:44:32:D5:27;False;85.163.136.11;36701;ookla1.cra.infra.uvtnet.cz;8080;ĂšVT internet s.r.o.;Prague;Czechia;31.170.176.121;e0de6ce7-e90e-4c8b-85f1-f80758bd7332;https://www.speedtest.net/result/c/e0de6ce7-e90e-4c8b-85f1-f80758bd7332;True
result;2022-08-17T22:42:41Z;0.0;CETIN a.s.;0.275;6.627;6.21;6.752;15145048;98316542;6500;13.501;6.445;291.775;6.826;3223279;18981739;6030;267.063;21.184;484.212;80.182;192.168.1.249;;28:D2:44:32:D5:27;False;85.163.136.11;32363;speedtest.zcom.cz;8080;Tlap s.r.o. - ZCOM;Prague;Czechia;185.178.174.60;8cc3c8b5-dc72-4999-9c11-9dbc61a9091b;https://www.speedtest.net/result/c/8cc3c8b5-dc72-4999-9c11-9dbc61a9091b;True
result;2022-08-17T22:43:35Z;0.0;CETIN a.s.;0.239;6.409;5.983;6.739;15198280;62377266;4113;13.674;6.508;281.848;17.673;3168952;11411510;3617;259.215;14.438;416.832;79.169;192.168.1.249;;28:D2:44:32:D5:27;False;85.163.136.11;32363;speedtest.zcom.cz;8080;Tlap s.r.o. - ZCOM;Prague;Czechia;185.178.174.60;e9df6bf4-990c-4cec-bb95-8ce3c0224b47;https://www.speedtest.net/result/c/e9df6bf4-990c-4cec-bb95-8ce3c0224b47;True
result;2022-08-17T22:44:35Z;0.0;CETIN a.s.;0.191;6.43;6.137;6.696;15157329;60839794;4011;12.972;6.52;24.194;1.437;3119776;12133381;3910;200.821;22.342;357.313;66.611;192.168.1.249;;28:D2:44:32:D5:27;False;85.163.136.11;17717;speedtest.cloudinfrastack.com;8080;cloudinfrastack, s.r.o.;Prague;Czechia;185.120.70.168;9c9519e9-e202-4ab2-900a-70024143f2f4;https://www.speedtest.net/result/c/9c9519e9-e202-4ab2-900a-70024143f2f4;True
result;2022-08-17T22:45:41Z;0.0;CETIN a.s.;0.299;6.408;5.966;6.658;15143700;97038782;6412;12.953;7.805;23.659;1.43;3183852;24561856;7825;110.222;26.159;267.034;25.693;192.168.1.249;;28:D2:44:32:D5:27;False;85.163.136.11;17717;speedtest.cloudinfrastack.com;8080;cloudinfrastack, s.r.o.;Prague;Czechia;185.120.70.168;478c4f02-0f34-496e-96e6-731376a8b70c;https://www.speedtest.net/result/c/478c4f02-0f34-496e-96e6-731376a8b70c;True
result;2022-08-17T22:46:37Z;0.0;CETIN a.s.;0.544;6.542;6.031;6.707;15184963;62250118;4105;13.108;6.668;24.424;1.342;3321896;16996854;5337;284.81;22.258;467.302;82.576;192.168.1.249;;28:D2:44:32:D5:27;False;85.163.136.11;32363;speedtest.zcom.cz;8080;Tlap s.r.o. - ZCOM;Prague;Czechia;185.178.174.60;45151da8-5da4-4eab-a3b5-a1b9f41fc674;https://www.speedtest.net/result/c/45151da8-5da4-4eab-a3b5-a1b9f41fc674;True
result;2022-08-17T22:47:35Z;;CETIN a.s.;0.349;6.225;5.97;6.635;15177505;56372816;3707;13.32;8.528;281.253;10.603;3062052;12266876;4007;184.399;23.464;376.186;60.125;192.168.1.249;;28:D2:44:32:D5:27;False;85.163.136.11;36701;ookla1.cra.infra.uvtnet.cz;8080;ĂšVT internet s.r.o.;Prague;Czechia;31.170.176.121;32892bc1-7d9e-4bf6-a72d-ad60d0390c45;https://www.speedtest.net/result/c/32892bc1-7d9e-4bf6-a72d-ad60d0390c45;True
result;2022-08-17T22:48:39Z;0.0;CETIN a.s.;0.219;6.21;5.928;6.46;15139820;62468114;4126;13.064;5.945;24.128;1.496;3162328;22986970;7324;257.711;14.419;453.184;78.224;192.168.1.249;;28:D2:44:32:D5:27;False;85.163.136.11;17717;speedtest.cloudinfrastack.com;8080;cloudinfrastack, s.r.o.;Prague;Czechia;185.120.70.168;541425aa-a2e4-426d-8e78-e739a49c457b;https://www.speedtest.net/result/c/541425aa-a2e4-426d-8e78-e739a49c457b;True
result;2022-08-17T22:49:36Z;0.0;CETIN a.s.;0.3;6.494;6.192;6.712;15215340;62320010;4105;13.191;6.35;24.134;1.582;3095587;13405816;4330;211.679;18.504;434.11;68.599;192.168.1.249;;28:D2:44:32:D5:27;False;85.163.136.11;17717;speedtest.cloudinfrastack.com;8080;cloudinfrastack, s.r.o.;Prague;Czechia;185.120.70.168;c33d93d8-9c23-405e-9fec-fa65eacfd5a7;https://www.speedtest.net/result/c/c33d93d8-9c23-405e-9fec-fa65eacfd5a7;True
result;2022-08-17T22:50:38Z;0.0;CETIN a.s.;0.308;6.679;6.193;6.866;15198482;62571834;4121;13.004;6.313;24.021;1.3;3180859;18867946;5947;290.981;17.355;455.761;84.042;192.168.1.249;;28:D2:44:32:D5:27;False;85.163.136.11;32363;speedtest.zcom.cz;8080;Tlap s.r.o. - ZCOM;Prague;Czechia;185.178.174.60;a6bdc38b-66d7-49ba-877b-583587266e6c;https://www.speedtest.net/result/c/a6bdc38b-66d7-49ba-877b-583587266e6c;True
result;2022-08-17T22:51:37Z;0.0;CETIN a.s.;3.775;6.323;6.131;13.568;15166462;62546326;4129;13.366;6.641;22.991;1.469;3181556;16638195;5230;302.377;20.976;467.211;85.074;192.168.1.249;;28:D2:44:32:D5:27;False;85.163.136.11;17717;speedtest.cloudinfrastack.com;8080;cloudinfrastack, s.r.o.;Prague;Czechia;185.120.70.168;34ee8105-7892-486c-a052-ee2914b61fe2;https://www.speedtest.net/result/c/34ee8105-7892-486c-a052-ee2914b61fe2;True
result;2022-08-17T22:52:36Z;0.0;CETIN a.s.;0.268;6.495;6.14;6.678;15233235;62668490;4127;13.369;6.256;26.665;1.805;3067439;11703915;3815;181.078;10.465;303.936;57.995;192.168.1.249;;28:D2:44:32:D5:27;False;85.163.136.11;17717;speedtest.cloudinfrastack.com;8080;cloudinfrastack, s.r.o.;Prague;Czechia;185.120.70.168;920f0bde-3a68-4fba-8e7d-bf478b2fe99e;https://www.speedtest.net/result/c/920f0bde-3a68-4fba-8e7d-bf478b2fe99e;True
result;2022-08-17T22:53:37Z;0.0;CETIN a.s.;0.475;6.575;6.184;6.841;15157284;62522466;4126;13.462;6.932;23.437;1.359;3315493;17236174;5423;297.989;22.459;938.323;85.797;192.168.1.249;;28:D2:44:32:D5:27;False;85.163.136.11;32363;speedtest.zcom.cz;8080;Tlap s.r.o. - ZCOM;Prague;Czechia;185.178.174.60;6473ddb8-da87-4679-9b52-7784d54ba50f;https://www.speedtest.net/result/c/6473ddb8-da87-4679-9b52-7784d54ba50f;True
result;2022-08-17T22:54:36Z;0.0;CETIN a.s.;2.41;6.546;6.353;15.537;15153837;63879458;4219;13.331;6.54;23.942;1.59;3074610;12819449;4201;158.497;21.821;410.481;46.022;192.168.1.249;;28:D2:44:32:D5:27;False;85.163.136.11;17717;speedtest.cloudinfrastack.com;8080;cloudinfrastack, s.r.o.;Prague;Czechia;185.120.70.168;0d2f5c2b-5d31-448f-b1de-884bb5ff3791;https://www.speedtest.net/result/c/0d2f5c2b-5d31-448f-b1de-884bb5ff3791;True
