type;timestamp;packetLoss;isp;ping_jitter;ping_latency;ping_low;ping_high;download_bandwidth;download_bytes;download_elapsed;download_latency_iqm;download_latency_low;download_latency_high;download_latency_jitter;upload_bandwidth;upload_bytes;upload_elapsed;upload_latency_iqm;upload_latency_low;upload_latency_high;upload_latency_jitter;interface_internalIp;interface_name;interface_macAddr;interface_isVpn;interface_externalIp;server_id;server_host;server_port;server_name;server_location;server_country;server_ip;result_id;result_url;result_persisted
result;2022-08-18T01:01:35Z;;CETIN a.s.;0.233;6.484;6.176;6.765;15134106;59224825;3901;13.246;8.361;31.606;1.84;3116168;11572159;3705;220.178;19.383;412.632;70.328;192.168.1.249;;28:D2:44:32:D5:27;False;85.163.136.11;36701;ookla1.cra.infra.uvtnet.cz;8080;ĂšVT internet s.r.o.;Prague;Czechia;31.170.176.121;95ea4bcf-dc2a-43b6-bb01-6b020d4bc43e;https://www.speedtest.net/result/c/95ea4bcf-dc2a-43b6-bb01-6b020d4bc43e;True
result;2022-08-18T01:02:38Z;0.0;CETIN a.s.;0.256;6.556;6.455;6.907;15192757;55193620;3625;13.096;8.118;26.836;1.347;3171930;24219269;7719;70.954;7.604;193.648;10.656;192.168.1.249;;28:D2:44:32:D5:27;False;85.163.136.11;4162;speedtest1.ispalliance.cz;8080;ISP Alliance a.s.;Prague;Czechia;217.75.208.140;96cd0397-9392-4607-a68c-94c896f933a2;https://www.speedtest.net/result/c/96cd0397-9392-4607-a68c-94c896f933a2;True
result;2022-08-18T01:03:37Z;0.0;CETIN a.s.;0.118;6.555;6.451;6.737;15243692;61134354;4026;13.054;5.981;25.913;1.427;3204810;16918731;5346;255.504;7.824;440.963;79.222;192.168.1.249;;28:D2:44:32:D5:27;False;85.163.136.11;17717;speedtest.cloudinfrastack.com;8080;cloudinfrastack, s.r.o.;Prague;Czechia;185.120.70.168;4adab7dd-ee33-4c02-a426-69c89257de12;https://www.speedtest.net/result/c/4adab7dd-ee33-4c02-a426-69c89257de12;True
result;2022-08-18T01:04:35Z;0.0;CETIN a.s.;0.102;6.511;6.465;6.654;15229931;58149696;3819;13.188;9.234;27.27;1.563;3168581;12029993;3819;204.45;20.586;324.319;67.418;192.168.1.249;;28:D2:44:32:D5:27;False;85.163.136.11;4162;speedtest1.ispalliance.cz;8080;ISP Alliance a.s.;Prague;Czechia;217.75.208.140;e84a7342-ab51-4d23-b1d0-27398d0bc53b;https://www.speedtest.net/result/c/e84a7342-ab51-4d23-b1d0-27398d0bc53b;True
result;2022-08-18T01:05:38Z;0.0;CETIN a.s.;0.45;6.367;6.215;6.983;15217894;54945328;3606;13.187;6.555;27.245;1.44;3279371;21090754;6626;288.347;9.956;469.755;83.847;192.168.1.249;;28:D2:44:32:D5:27;False;85.163.136.11;4162;speedtest1.ispalliance.cz;8080;ISP Alliance a.s.;Prague;Czechia;217.75.208.140;07228841-ffe6-4759-83f7-57892cb1a675;https://www.speedtest.net/result/c/07228841-ffe6-4759-83f7-57892cb1a675;True
result;2022-08-18T01:06:38Z;0.0;CETIN a.s.;0.352;6.567;6.15;6.998;15146626;56327852;3708;13.494;8.417;27.2;1.294;3164922;21104146;6703;124.277;6.859;238.213;31.726;192.168.1.249;;28:D2:44:32:D5:27;False;85.163.136.11;4162;speedtest1.ispalliance.cz;8080;ISP Alliance a.s.;Prague;Czechia;217.75.208.140;ffe0763f-4cdd-4a4b-8508-98eb63e33981;https://www.speedtest.net/result/c/ffe0763f-4cdd-4a4b-8508-98eb63e33981;True
result;2022-08-18T01:07:42Z;;CETIN a.s.;0.241;6.994;6.682;7.185;15141922;97163484;6430;13.459;6.665;25.068;1.737;3175366;23624948;7518;118.684;21.033;226.568;28.896;192.168.1.249;;28:D2:44:32:D5:27;False;85.163.136.11;43815;ook-prg-x1.puregig.net;8080;Netprotect;Prague;Czechia;216.131.109.240;2e3bc247-8289-4b10-9d69-b294e722f157;https://www.speedtest.net/result/c/2e3bc247-8289-4b10-9d69-b294e722f157;True
result;2022-08-18T01:08:37Z;0.0;CETIN a.s.;0.264;6.462;6.194;6.732;15285837;55090332;3616;13.718;9.059;27.525;1.407;3173905;18081378;5737;138.139;17.782;254.735;40.192;192.168.1.249;;28:D2:44:32:D5:27;False;85.163.136.11;4162;speedtest1.ispalliance.cz;8080;ISP Alliance a.s.;Prague;Czechia;217.75.208.140;00331608-b12e-4aae-9505-cd8aad9f1afd;https://www.speedtest.net/result/c/00331608-b12e-4aae-9505-cd8aad9f1afd;True
result;2022-08-18T01:09:36Z;0.0;CETIN a.s.;0.249;6.296;6.102;6.567;15183697;62561042;4125;14.05;6.528;304.366;17.763;3127598;12523813;4020;251.742;21.497;386.221;78.924;192.168.1.249;;28:D2:44:32:D5:27;False;85.163.136.11;32363;speedtest.zcom.cz;8080;Tlap s.r.o. - ZCOM;Prague;Czechia;185.178.174.60;eae3f12d-601b-48b1-aa7a-535464c0db4b;https://www.speedtest.net/result/c/eae3f12d-601b-48b1-aa7a-535464c0db4b;True
result;2022-08-18T01:10:36Z;;CETIN a.s.;0.247;6.55;6.447;6.828;15196440;60934652;4005;13.567;8.682;260.873;9.374;3001270;13678436;4532;285.181;21.467;442.813;81.619;192.168.1.249;;28:D2:44:32:D5:27;False;85.163.136.11;36701;ookla1.cra.infra.uvtnet.cz;8080;ĂšVT internet s.r.o.;Prague;Czechia;31.170.176.121;953c8a36-4bd3-4122-ba20-37af99a4d764;https://www.speedtest.net/result/c/953c8a36-4bd3-4122-ba20-37af99a4d764;True
result;2022-08-18T01:11:38Z;0.0;CETIN a.s.;0.042;6.461;6.445;6.532;15237335;56397328;3706;13.349;7.089;28.108;1.726;3182474;21862876;6930;64.603;21.735;183.638;8.483;192.168.1.249;;28:D2:44:32:D5:27;False;85.163.136.11;4162;speedtest1.ispalliance.cz;8080;ISP Alliance a.s.;Prague;Czechia;217.75.208.140;87a808b8-8e8e-460b-8c56-2b04e08b7c7a;https://www.speedtest.net/result/c/87a808b8-8e8e-460b-8c56-2b04e08b7c7a;True
result;2022-08-18T01:12:37Z;0.0;CETIN a.s.;0.148;6.398;6.17;6.711;15173340;62341790;4111;13.293;6.646;270.297;9.454;3275577;19323411;6126;236.504;14.119;758.513;77.757;192.168.1.249;;28:D2:44:32:D5:27;False;85.163.136.11;32363;speedtest.zcom.cz;8080;Tlap s.r.o. - ZCOM;Prague;Czechia;185.178.174.60;57c1d8e1-d3b9-4570-829f-04e92d0b0719;https://www.speedtest.net/result/c/57c1d8e1-d3b9-4570-829f-04e92d0b0719;True
result;2022-08-18T01:13:35Z;;CETIN a.s.;0.135;6.478;6.441;6.705;15160271;57804682;3802;13.228;6.356;23.977;2.448;3125927;11985999;3829;233.49;21.873;421.455;73.262;192.168.1.249;;28:D2:44:32:D5:27;False;85.163.136.11;36701;ookla1.cra.infra.uvtnet.cz;8080;ĂšVT internet s.r.o.;Prague;Czechia;31.170.176.121;7d1484a1-5b25-4697-add3-ddb957deacb8;https://www.speedtest.net/result/c/7d1484a1-5b25-4697-add3-ddb957deacb8;True
result;2022-08-18T01:14:37Z;0.0;CETIN a.s.;0.274;6.454;6.211;6.777;15194429;54885015;3608;13.231;8.16;27.337;1.34;3175156;20496274;6501;92.755;18.197;193.417;17.817;192.168.1.249;;28:D2:44:32:D5:27;False;85.163.136.11;4162;speedtest1.ispalliance.cz;8080;ISP Alliance a.s.;Prague;Czechia;217.75.208.140;6aa07331-3b99-4f30-ba93-5efc17a19a2e;https://www.speedtest.net/result/c/6aa07331-3b99-4f30-ba93-5efc17a19a2e;True
result;2022-08-18T01:15:35Z;;CETIN a.s.;0.299;6.313;6.186;6.634;15182381;56305395;3703;13.253;7.726;27.143;1.601;3152395;11748722;3723;266.612;14.46;447.979;78.946;192.168.1.249;;28:D2:44:32:D5:27;False;85.163.136.11;36701;ookla1.cra.infra.uvtnet.cz;8080;ĂšVT internet s.r.o.;Prague;Czechia;31.170.176.121;bdd2ab69-4caf-470f-9567-847ef7420e90;https://www.speedtest.net/result/c/bdd2ab69-4caf-470f-9567-847ef7420e90;True
result;2022-08-18T01:16:39Z;0.0;CETIN a.s.;0.259;6.359;6.19;6.741;15203390;58012580;3808;13.286;8.238;27.873;1.387;3169436;23611162;7515;67.444;21.416;233.632;10.792;192.168.1.249;;28:D2:44:32:D5:27;False;85.163.136.11;4162;speedtest1.ispalliance.cz;8080;ISP Alliance a.s.;Prague;Czechia;217.75.208.140;58c9cef5-8b9b-492f-8270-e8e98957024d;https://www.speedtest.net/result/c/58c9cef5-8b9b-492f-8270-e8e98957024d;True
result;2022-08-18T01:17:35Z;0.0;CETIN a.s.;0.282;6.421;5.993;6.648;15135055;54776488;3615;26.076;9.116;331.949;38.056;3073720;12309227;4023;209.506;14.678;375.225;66.443;192.168.1.249;;28:D2:44:32:D5:27;False;85.163.136.11;30620;ookla.o2.cz;8080;O2 Czechia, a.s.;Prague;Czechia;90.181.131.114;e57575b4-cb47-4160-a25f-ed61c251f036;https://www.speedtest.net/result/c/e57575b4-cb47-4160-a25f-ed61c251f036;True
result;2022-08-18T01:18:35Z;;CETIN a.s.;0.103;6.544;6.479;6.625;15177534;54897410;3611;13.068;8.014;23.795;1.384;3136914;12818260;4123;221.789;17.953;368.637;69.86;192.168.1.249;;28:D2:44:32:D5:27;False;85.163.136.11;36701;ookla1.cra.infra.uvtnet.cz;8080;ĂšVT internet s.r.o.;Prague;Czechia;31.170.176.121;3c1982da-d834-4fde-ae02-5ca9b8c1b0f5;https://www.speedtest.net/result/c/3c1982da-d834-4fde-ae02-5ca9b8c1b0f5;True
result;2022-08-18T01:19:39Z;0.0;CETIN a.s.;0.128;6.697;6.428;6.857;15132688;89515970;5921;12.853;6.413;25.358;1.336;3302066;17825663;5617;306.46;18.927;805.047;87.122;192.168.1.249;;28:D2:44:32:D5:27;False;85.163.136.11;32363;speedtest.zcom.cz;8080;Tlap s.r.o. - ZCOM;Prague;Czechia;185.178.174.60;a8a92e78-aa2d-438d-b425-3e1236758868;https://www.speedtest.net/result/c/a8a92e78-aa2d-438d-b425-3e1236758868;True
result;2022-08-18T01:20:35Z;;CETIN a.s.;0.072;6.533;6.465;6.713;15159176;60829112;4001;13.015;6.925;26.333;1.744;3155443;11440752;3621;266.618;11.117;416.665;79.445;192.168.1.249;;28:D2:44:32:D5:27;False;85.163.136.11;36701;ookla1.cra.infra.uvtnet.cz;8080;ĂšVT internet s.r.o.;Prague;Czechia;31.170.176.121;34762069-5a68-41a8-b096-50eff3dfb958;https://www.speedtest.net/result/c/34762069-5a68-41a8-b096-50eff3dfb958;True
result;2022-08-18T01:21:36Z;0.0;CETIN a.s.;0.107;6.565;6.404;6.802;15163683;64168406;4229;13.359;6.322;29.493;1.752;3187138;15386229;4831;298.526;12.961;457.359;84.911;192.168.1.249;;28:D2:44:32:D5:27;False;85.163.136.11;17717;speedtest.cloudinfrastack.com;8080;cloudinfrastack, s.r.o.;Prague;Czechia;185.120.70.168;03ac41b5-5513-47f2-8d35-f41924aa258b;https://www.speedtest.net/result/c/03ac41b5-5513-47f2-8d35-f41924aa258b;True
result;2022-08-18T01:22:42Z;0.0;CETIN a.s.;0.316;6.472;5.968;6.741;15136178;94219626;6230;13.195;6.243;272.733;6.399;3183371;27374896;8741;120.446;19.258;377.301;31.541;192.168.1.249;;28:D2:44:32:D5:27;False;85.163.136.11;17717;speedtest.cloudinfrastack.com;8080;cloudinfrastack, s.r.o.;Prague;Czechia;185.120.70.168;7e0f83e9-dbdd-4b24-9b8d-9047ff49934f;https://www.speedtest.net/result/c/7e0f83e9-dbdd-4b24-9b8d-9047ff49934f;True
result;2022-08-18T01:23:38Z;0.0;CETIN a.s.;0.293;6.289;5.973;6.714;15194390;54894983;3604;12.953;7.481;26.978;1.503;3165240;21990721;7012;117.227;19.083;260.597;26.065;192.168.1.249;;28:D2:44:32:D5:27;False;85.163.136.11;4162;speedtest1.ispalliance.cz;8080;ISP Alliance a.s.;Prague;Czechia;217.75.208.140;6b169e2a-59a1-435b-b1a4-1354fa645a9d;https://www.speedtest.net/result/c/6b169e2a-59a1-435b-b1a4-1354fa645a9d;True
result;2022-08-18T01:24:37Z;0.0;CETIN a.s.;0.282;6.325;6.169;6.687;15190960;62311926;4106;13.519;6.783;24.103;1.701;3183942;16239232;5111;290.256;14.437;452.924;83.756;192.168.1.249;;28:D2:44:32:D5:27;False;85.163.136.11;32363;speedtest.zcom.cz;8080;Tlap s.r.o. - ZCOM;Prague;Czechia;185.178.174.60;3c45b998-11c9-4cdf-96e2-afee942db27e;https://www.speedtest.net/result/c/3c45b998-11c9-4cdf-96e2-afee942db27e;True
result;2022-08-18T01:25:37Z;0.0;CETIN a.s.;0.214;6.473;6.174;6.524;15156978;65584760;4314;13.084;8.859;29.843;1.391;3176414;15809424;5002;270.572;12.993;437.395;79.312;192.168.1.249;;28:D2:44:32:D5:27;False;85.163.136.11;4162;speedtest1.ispalliance.cz;8080;ISP Alliance a.s.;Prague;Czechia;217.75.208.140;20b972d5-c532-41c8-ad2a-2db05dfb6c52;https://www.speedtest.net/result/c/20b972d5-c532-41c8-ad2a-2db05dfb6c52;True
result;2022-08-18T01:26:35Z;0.0;CETIN a.s.;0.185;6.457;6.209;6.574;15155813;60963018;4023;13.232;6.332;25.218;1.636;3102881;12191967;3929;219.334;10.417;363.363;69.856;192.168.1.249;;28:D2:44:32:D5:27;False;85.163.136.11;17717;speedtest.cloudinfrastack.com;8080;cloudinfrastack, s.r.o.;Prague;Czechia;185.120.70.168;569fd173-d70d-4d33-8bdc-d1c2bc9475d6;https://www.speedtest.net/result/c/569fd173-d70d-4d33-8bdc-d1c2bc9475d6;True
result;2022-08-18T01:27:35Z;;CETIN a.s.;0.279;6.321;5.967;6.452;15181699;59537547;3915;14.139;9.138;279.967;10.023;3099500;12115572;3909;172.526;11.327;333.172;58.478;192.168.1.249;;28:D2:44:32:D5:27;False;85.163.136.11;36701;ookla1.cra.infra.uvtnet.cz;8080;ĂšVT internet s.r.o.;Prague;Czechia;31.170.176.121;90a7a3bb-672d-46d9-b0fd-f2e0080af7a0;https://www.speedtest.net/result/c/90a7a3bb-672d-46d9-b0fd-f2e0080af7a0;True
result;2022-08-18T01:28:40Z;0.0;CETIN a.s.;0.242;6.482;6.21;6.715;15149172;100150418;6621;13.364;6.276;306.464;6.905;3273577;19628432;6223;275.825;14.625;427.26;81.609;192.168.1.249;;28:D2:44:32:D5:27;False;85.163.136.11;32363;speedtest.zcom.cz;8080;Tlap s.r.o. - ZCOM;Prague;Czechia;185.178.174.60;87a183d7-1260-4080-85f9-15d1ad956e78;https://www.speedtest.net/result/c/87a183d7-1260-4080-85f9-15d1ad956e78;True
result;2022-08-18T01:29:37Z;;CETIN a.s.;0.064;6.715;6.624;6.782;15192676;59323280;3901;13.162;8.907;23.012;1.61;3176744;16721517;5321;154.423;18.53;305.032;49.559;192.168.1.249;;28:D2:44:32:D5:27;False;85.163.136.11;36701;ookla1.cra.infra.uvtnet.cz;8080;ĂšVT internet s.r.o.;Prague;Czechia;31.170.176.121;f1d579a0-3b09-44af-8612-7871157259bb;https://www.speedtest.net/result/c/f1d579a0-3b09-44af-8612-7871157259bb;True
result;2022-08-18T01:30:37Z;0.0;CETIN a.s.;0.211;6.436;6.22;6.725;15144375;54734788;3602;13.273;8.757;27.248;1.694;3170556;18652263;5922;110.047;13.874;224.564;19.193;192.168.1.249;;28:D2:44:32:D5:27;False;85.163.136.11;4162;speedtest1.ispalliance.cz;8080;ISP Alliance a.s.;Prague;Czechia;217.75.208.140;93ef1dd5-54f6-44d1-8f3b-9c7430fad3c0;https://www.speedtest.net/result/c/93ef1dd5-54f6-44d1-8f3b-9c7430fad3c0;True
result;2022-08-18T01:31:36Z;;CETIN a.s.;0.159;6.352;6.214;6.742;15161287;59403963;3910;13.276;6.507;27.691;1.842;3183078;15346547;4829;278.135;13.347;465.51;79.242;192.168.1.249;;28:D2:44:32:D5:27;False;85.163.136.11;36701;ookla1.cra.infra.uvtnet.cz;8080;ĂšVT internet s.r.o.;Prague;Czechia;31.170.176.121;e6cf7148-4000-4cd4-b2ca-db51759a866d;https://www.speedtest.net/result/c/e6cf7148-4000-4cd4-b2ca-db51759a866d;True
result;2022-08-18T01:32:36Z;;CETIN a.s.;0.078;6.468;6.397;6.549;15178558;61072311;4020;13.222;8.059;23.161;1.96;3166046;12991866;4133;251.55;13.992;399.154;75.195;192.168.1.249;;28:D2:44:32:D5:27;False;85.163.136.11;36701;ookla1.cra.infra.uvtnet.cz;8080;ĂšVT internet s.r.o.;Prague;Czechia;31.170.176.121;e834246c-295c-4b55-8939-83f8d532a9c0;https://www.speedtest.net/result/c/e834246c-295c-4b55-8939-83f8d532a9c0;True
result;2022-08-18T01:33:37Z;0.0;CETIN a.s.;0.083;6.536;6.498;6.706;15181399;62439702;4114;13.063;6.339;266.709;8.561;3190402;18625099;5907;278.023;13.901;417.376;82.691;192.168.1.249;;28:D2:44:32:D5:27;False;85.163.136.11;17717;speedtest.cloudinfrastack.com;8080;cloudinfrastack, s.r.o.;Prague;Czechia;185.120.70.168;73d52e12-32d1-496b-8f17-0e2e91ead233;https://www.speedtest.net/result/c/73d52e12-32d1-496b-8f17-0e2e91ead233;True
result;2022-08-18T01:34:38Z;0.0;CETIN a.s.;0.155;6.691;6.19;6.709;15150310;62392610;4123;13.174;7.818;23.818;1.369;3167712;22221479;7100;121.949;18.848;338.391;32.815;192.168.1.249;;28:D2:44:32:D5:27;False;85.163.136.11;32363;speedtest.zcom.cz;8080;Tlap s.r.o. - ZCOM;Prague;Czechia;185.178.174.60;62399716-305c-49e3-8a4b-5949e771f585;https://www.speedtest.net/result/c/62399716-305c-49e3-8a4b-5949e771f585;True
result;2022-08-18T01:35:36Z;0.0;CETIN a.s.;0.273;6.653;6.419;6.876;15169398;62589258;4131;13.067;6.385;23.817;1.313;3080792;12128973;3936;204.57;14.594;838.807;68.819;192.168.1.249;;28:D2:44:32:D5:27;False;85.163.136.11;32363;speedtest.zcom.cz;8080;Tlap s.r.o. - ZCOM;Prague;Czechia;185.178.174.60;d19e3d79-3d45-4592-a0bc-77b77b200bc7;https://www.speedtest.net/result/c/d19e3d79-3d45-4592-a0bc-77b77b200bc7;True
result;2022-08-18T01:36:35Z;;CETIN a.s.;0.194;6.546;6.169;6.695;15209236;59635849;3923;13.734;9.87;23.178;1.76;3144329;11712403;3720;247.163;13.47;440.406;77.407;192.168.1.249;;28:D2:44:32:D5:27;False;85.163.136.11;36701;ookla1.cra.infra.uvtnet.cz;8080;ĂšVT internet s.r.o.;Prague;Czechia;31.170.176.121;22f55f37-17a1-4459-a47c-fc086a903749;https://www.speedtest.net/result/c/22f55f37-17a1-4459-a47c-fc086a903749;True
result;2022-08-18T01:37:38Z;0.0;CETIN a.s.;0.161;6.413;5.953;6.526;15154986;100147514;6624;13.266;6.733;23.012;1.302;3142425;12259376;3923;190.597;17.288;328.332;64.979;192.168.1.249;;28:D2:44:32:D5:27;False;85.163.136.11;32363;speedtest.zcom.cz;8080;Tlap s.r.o. - ZCOM;Prague;Czechia;185.178.174.60;487f712e-0529-4d58-af3c-0e69ed882805;https://www.speedtest.net/result/c/487f712e-0529-4d58-af3c-0e69ed882805;True
result;2022-08-18T01:38:37Z;0.0;CETIN a.s.;0.287;6.645;6.349;6.964;15201390;62262558;4104;13.619;6.207;23.145;1.398;3230148;19380667;6143;219.155;18.867;462.973;71.795;192.168.1.249;;28:D2:44:32:D5:27;False;85.163.136.11;32363;speedtest.zcom.cz;8080;Tlap s.r.o. - ZCOM;Prague;Czechia;185.178.174.60;34e93e44-9f27-4148-ab61-3cba4c5746c3;https://www.speedtest.net/result/c/34e93e44-9f27-4148-ab61-3cba4c5746c3;True
result;2022-08-18T01:39:38Z;0.0;CETIN a.s.;0.227;6.478;6.215;6.665;15215713;55215204;3621;13.626;6.211;28.297;1.246;3170622;23651529;7526;64.936;22.186;172.927;7.334;192.168.1.249;;28:D2:44:32:D5:27;False;85.163.136.11;4162;speedtest1.ispalliance.cz;8080;ISP Alliance a.s.;Prague;Czechia;217.75.208.140;366839bb-5a39-413e-bd10-973415c1eb90;https://www.speedtest.net/result/c/366839bb-5a39-413e-bd10-973415c1eb90;True
result;2022-08-18T01:40:38Z;0.0;CETIN a.s.;0.121;6.521;6.447;6.712;15140151;63764750;4210;13.498;6.413;23.724;1.398;3305759;19144591;6018;288.671;9.69;471.757;83.324;192.168.1.249;;28:D2:44:32:D5:27;False;85.163.136.11;32363;speedtest.zcom.cz;8080;Tlap s.r.o. - ZCOM;Prague;Czechia;185.178.174.60;43fd6249-ae75-4edc-ae1e-d457a16b189b;https://www.speedtest.net/result/c/43fd6249-ae75-4edc-ae1e-d457a16b189b;True
result;2022-08-18T01:41:39Z;0.0;CETIN a.s.;0.261;6.525;5.845;6.714;15180197;62321266;4110;13.31;6.361;26.729;1.617;3180808;23977215;7628;211.715;15.398;404.911;68.295;192.168.1.249;;28:D2:44:32:D5:27;False;85.163.136.11;17717;speedtest.cloudinfrastack.com;8080;cloudinfrastack, s.r.o.;Prague;Czechia;185.120.70.168;9dc304e8-8bdd-4104-b923-425453ae42b1;https://www.speedtest.net/result/c/9dc304e8-8bdd-4104-b923-425453ae42b1;True
result;2022-08-18T01:42:38Z;0.0;CETIN a.s.;0.31;6.503;6.226;7.008;15157941;62599618;4130;13.166;6.819;23.6;1.412;3306075;19422207;6124;265.768;21.523;470.328;79.336;192.168.1.249;;28:D2:44:32:D5:27;False;85.163.136.11;32363;speedtest.zcom.cz;8080;Tlap s.r.o. - ZCOM;Prague;Czechia;185.178.174.60;949b04e5-d4ea-435f-bbc5-5ef026a6ae66;https://www.speedtest.net/result/c/949b04e5-d4ea-435f-bbc5-5ef026a6ae66;True
result;2022-08-18T01:43:38Z;0.0;CETIN a.s.;0.22;6.595;6.454;7.05;15151919;90857904;6004;13.398;6.556;23.644;1.343;3152601;13207725;4228;263.544;17.646;422.307;80.207;192.168.1.249;;28:D2:44:32:D5:27;False;85.163.136.11;32363;speedtest.zcom.cz;8080;Tlap s.r.o. - ZCOM;Prague;Czechia;185.178.174.60;60f7610a-0f96-4813-93c9-d323fa565105;https://www.speedtest.net/result/c/60f7610a-0f96-4813-93c9-d323fa565105;True
result;2022-08-18T01:44:37Z;0.0;CETIN a.s.;0.047;6.684;6.548;6.716;15233253;55213124;3626;13.246;7.733;28.365;1.18;3172919;20783986;6607;77.914;10.696;241.003;11.899;192.168.1.249;;28:D2:44:32:D5:27;False;85.163.136.11;4162;speedtest1.ispalliance.cz;8080;ISP Alliance a.s.;Prague;Czechia;217.75.208.140;d3756fc2-bd8c-4748-b7a2-8cc784b23469;https://www.speedtest.net/result/c/d3756fc2-bd8c-4748-b7a2-8cc784b23469;True
result;2022-08-18T01:45:35Z;0.0;CETIN a.s.;0.429;6.466;6.131;6.789;15172201;62293050;4105;12.696;6.398;23.575;1.743;3042199;11043446;3621;163.195;9.999;323.66;52.705;192.168.1.249;;28:D2:44:32:D5:27;False;85.163.136.11;17717;speedtest.cloudinfrastack.com;8080;cloudinfrastack, s.r.o.;Prague;Czechia;185.120.70.168;4d39a5a9-2499-45a8-8943-7be1205082c9;https://www.speedtest.net/result/c/4d39a5a9-2499-45a8-8943-7be1205082c9;True
result;2022-08-18T01:46:35Z;;CETIN a.s.;0.159;6.482;6.236;6.684;15198339;59446439;3908;13.357;8.938;275.216;10.273;3143441;11965999;3812;229.71;20.929;372.913;71.947;192.168.1.249;;28:D2:44:32:D5:27;False;85.163.136.11;36701;ookla1.cra.infra.uvtnet.cz;8080;ĂšVT internet s.r.o.;Prague;Czechia;31.170.176.121;c2a0c65a-5989-4246-b932-96572f1beb9e;https://www.speedtest.net/result/c/c2a0c65a-5989-4246-b932-96572f1beb9e;True
result;2022-08-18T01:47:35Z;0.0;CETIN a.s.;0.389;6.216;5.969;6.717;15163591;62618536;4130;13.144;5.924;24.203;1.463;3125276;12903738;4121;259.108;21.957;464.514;79.05;192.168.1.249;;28:D2:44:32:D5:27;False;85.163.136.11;17717;speedtest.cloudinfrastack.com;8080;cloudinfrastack, s.r.o.;Prague;Czechia;185.120.70.168;4b224e50-42f3-40cb-9bdb-e8c04452d6cf;https://www.speedtest.net/result/c/4b224e50-42f3-40cb-9bdb-e8c04452d6cf;True
result;2022-08-18T01:48:40Z;0.0;CETIN a.s.;0.089;6.702;6.551;6.739;15198665;57904520;3812;90.013;7.186;459.332;63.456;3171420;27365416;8728;126.259;22.387;295.859;33.386;192.168.1.249;;28:D2:44:32:D5:27;False;85.163.136.11;30620;ookla.o2.cz;8080;O2 Czechia, a.s.;Prague;Czechia;90.181.131.114;dcb7b7db-9e5b-490a-b64c-0c41f46b0ac2;https://www.speedtest.net/result/c/dcb7b7db-9e5b-490a-b64c-0c41f46b0ac2;True
result;2022-08-18T01:49:36Z;;CETIN a.s.;0.275;6.252;5.975;6.808;15164650;59643175;3928;13.03;10.309;24.455;1.557;3176293;11441442;3614;235.84;20.708;383.135;73.958;192.168.1.249;;28:D2:44:32:D5:27;False;85.163.136.11;36701;ookla1.cra.infra.uvtnet.cz;8080;ĂšVT internet s.r.o.;Prague;Czechia;31.170.176.121;69a0f0b1-16f2-45ad-8193-706b57015767;https://www.speedtest.net/result/c/69a0f0b1-16f2-45ad-8193-706b57015767;True
result;2022-08-18T01:50:38Z;0.0;CETIN a.s.;0.343;6.422;6.0;6.672;15166259;62622654;4130;13.028;6.452;23.058;1.307;3181634;22469751;7133;201.294;14.217;687.893;70.222;192.168.1.249;;28:D2:44:32:D5:27;False;85.163.136.11;17717;speedtest.cloudinfrastack.com;8080;cloudinfrastack, s.r.o.;Prague;Czechia;185.120.70.168;3e2aec89-3997-48a5-b190-dc3ad584a214;https://www.speedtest.net/result/c/3e2aec89-3997-48a5-b190-dc3ad584a214;True
result;2022-08-18T01:51:36Z;;CETIN a.s.;0.096;6.356;6.311;6.526;15149999;61036011;4022;13.37;7.725;31.786;1.988;3144861;11405895;3621;252.414;18.56;431.014;77.033;192.168.1.249;;28:D2:44:32:D5:27;False;85.163.136.11;36701;ookla1.cra.infra.uvtnet.cz;8080;ĂšVT internet s.r.o.;Prague;Czechia;31.170.176.121;04c544e1-797f-4ac7-80d5-ebf5a2fdc741;https://www.speedtest.net/result/c/04c544e1-797f-4ac7-80d5-ebf5a2fdc741;True
result;2022-08-18T01:52:39Z;0.0;CETIN a.s.;5.256;6.505;6.083;16.654;15131495;62073170;4101;13.281;6.433;23.745;1.481;3219736;23192915;7415;128.772;14.995;433.852;37.323;192.168.1.249;;28:D2:44:32:D5:27;False;85.163.136.11;32363;speedtest.zcom.cz;8080;Tlap s.r.o. - ZCOM;Prague;Czechia;185.178.174.60;0d222878-9c58-4919-8a90-c0654a984576;https://www.speedtest.net/result/c/0d222878-9c58-4919-8a90-c0654a984576;True
result;2022-08-18T01:53:35Z;;CETIN a.s.;0.301;6.624;6.253;6.764;15214469;55052319;3622;14.05;8.357;27.865;2.654;3123259;11967583;3828;187.912;20.86;362.0;60.87;192.168.1.249;;28:D2:44:32:D5:27;False;85.163.136.11;36701;ookla1.cra.infra.uvtnet.cz;8080;ĂšVT internet s.r.o.;Prague;Czechia;31.170.176.121;c200f671-1be7-4917-b22d-9817d60c53de;https://www.speedtest.net/result/c/c200f671-1be7-4917-b22d-9817d60c53de;True
